,original_index,ratings,reviewer,titles,reviews,english,dates,replies,reply_dates,clean_review,combined_reviews,reviews_len,Buying experience,Digital,store,service,product not available,Product,fresh,non fresh,"value (quality, etc.)",price,Delivery Mode,Drive,Delivery,After Sales,Carrefour,Other brand,reimbursement,clean_BE,clean_PD,clean_DM,clean_AS
36,1967.0,1.0,Insaf,Produit défectueux et SAV lamentable,"J'ai reçu un produit défectueux et le SAV refuse de procéder à un échange standard ou de prendre en compte ma demande de rétractation (remboursement, loi Hamon). Ca fait maintenant trois semaines que je galère à essaye de les contacter et quand j'ai quelqu'un on me répond totalement à côté de la plaque. C'est minable je ne commanderai plus chez carrefour online. Service client et service après vente en dessous de tout.",,2014-08-07T10:04:22.000Z,,,"J'ai reçu un produit défectueux et le SAV refuse de procéder à un échange standard ou de prendre en compte ma demande de rétractation (remboursement, loi Hamon). Ca fait maintenant trois semaines que je galère à essaye de les contacter et quand j'ai quelqu'un on me répond totalement à côté de la plaque. C'est minable je ne commanderai plus chez carrefour online. Service client et service après vente en dessous de tout.","Produit défectueux et SAV lamentable J'ai reçu un produit défectueux et le SAV refuse de procéder à un échange standard ou de prendre en compte ma demande de rétractation (remboursement, loi Hamon). Ca fait maintenant trois semaines que je galère à essaye de les contacter et quand j'ai quelqu'un on me répond totalement à côté de la plaque. C'est minable je ne commanderai plus chez carrefour online. Service client et service après vente en dessous de tout.",77.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1,1,0,1
37,1902.0,1.0,Insaf,à éviter,"Délais non respecter
Sav qui n'apporte aucune reponse ( mensonge pour me faire patienter) 
les avis négatifs sur Facebook sont censurés 
Je n'ai toujours pas reçu ma commande passée il y a 20 jours",,2015-02-17T09:01:17.000Z,,,Délais non respecterSav qui n'apporte aucune reponse ( mensonge pour me faire patienter) les avis négatifs sur Facebook sont censurés Je n'ai toujours pas reçu ma commande passée il y a 20 jours,à éviter Délais non respecterSav qui n'apporte aucune reponse ( mensonge pour me faire patienter) les avis négatifs sur Facebook sont censurés Je n'ai toujours pas reçu ma commande passée il y a 20 jours,35.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,0,1,1
38,1206.0,1.0,Insaf,Réclamation client mécontent,"Bonjour, je n’ai pas eu le choix de mettre une étoile et pourtant le service après vente de Carrefour Tourville la Rivière n’en mérite aucune ! J’ai acheté  un IPhone 7 reconditionné qui n’a jamais fonctionné, c’est la troisième fois que j’appelle Reborn et le SAV, je dois à chaque fois restituer le téléphone au magasin de Tourville, on me le garde plusieurs semaines et je suis donc toujours sans téléphone mobile. C’est à chaque fois la même panne « aucune donnée cellulaire » et le téléphone lorsqu’il m’est rendu ne fonctionne chaque fois pas plus d’une semaine. La panne n’ayant toujours pas au bout de trois fois été réparée, j’ai demandé le remboursement de  l’IPhone 7 que j’avais acheté et le service après-vente de Carrefour Tourville la Rivière sous l’aval de la responsable au courant de ma situation n’a pas voulu me rembourser. L’IPhone 7 est donc une fois de plus reparti au SAV pour au moins un mois. Mécontent d’être toujours sans téléphone portable qui fonctionne, j’ai demandé le remboursement de mon achat. On m’a rit au nez et proposé un geste commercial. Le seul geste de ma part auprès de l’enseigne Carrefour sera de surtout ne plus acheter de téléphone reconditionnés car ils ne fonctionnent pas, j’ai perdu mon temps et mon argent, 299€ tout de même, c’est inadmissible ! Le téléphone encore sous garantie étant depuis son achat plus souvent au SAV Carrefour qu’en ma possession, j’ai aujourd’hui racheté un téléphone mobile, c’est pourquoi je demande une dernière fois le remboursement de mon achat à Carrefour sans quoi je contacterai le service juridique car j’ai été un client bien patient jusqu’alors !",,2020-07-19T14:43:18.000Z,"Bonjour,",2020-08-04T10:14:30.252Z,"Bonjour, je n’ai pas eu le choix de mettre une étoile et pourtant le service après vente de Carrefour Tourville la Rivière n’en mérite aucune ! J’ai acheté  un IPhone 7 reconditionné qui n’a jamais fonctionné, c’est la troisième fois que j’appelle Reborn et le SAV, je dois à chaque fois restituer le téléphone au magasin de Tourville, on me le garde plusieurs semaines et je suis donc toujours sans téléphone mobile. C’est à chaque fois la même panne « aucune donnée cellulaire » et le téléphone lorsqu’il m’est rendu ne fonctionne chaque fois pas plus d’une semaine. La panne n’ayant toujours pas au bout de trois fois été réparée, j’ai demandé le remboursement de  l’IPhone 7 que j’avais acheté et le service après-vente de Carrefour Tourville la Rivière sous l’aval de la responsable au courant de ma situation n’a pas voulu me rembourser. L’IPhone 7 est donc une fois de plus reparti au SAV pour au moins un mois. Mécontent d’être toujours sans téléphone portable qui fonctionne, j’ai demandé le remboursement de mon achat. On m’a rit au nez et proposé un geste commercial. Le seul geste de ma part auprès de l’enseigne Carrefour sera de surtout ne plus acheter de téléphone reconditionnés car ils ne fonctionnent pas, j’ai perdu mon temps et mon argent, 299€ tout de même, c’est inadmissible ! Le téléphone encore sous garantie étant depuis son achat plus souvent au SAV Carrefour qu’en ma possession, j’ai aujourd’hui racheté un téléphone mobile, c’est pourquoi je demande une dernière fois le remboursement de mon achat à Carrefour sans quoi je contacterai le service juridique car j’ai été un client bien patient jusqu’alors !","Réclamation client mécontent Bonjour, je n’ai pas eu le choix de mettre une étoile et pourtant le service après vente de Carrefour Tourville la Rivière n’en mérite aucune ! J’ai acheté  un IPhone 7 reconditionné qui n’a jamais fonctionné, c’est la troisième fois que j’appelle Reborn et le SAV, je dois à chaque fois restituer le téléphone au magasin de Tourville, on me le garde plusieurs semaines et je suis donc toujours sans téléphone mobile. C’est à chaque fois la même panne « aucune donnée cellulaire » et le téléphone lorsqu’il m’est rendu ne fonctionne chaque fois pas plus d’une semaine. La panne n’ayant toujours pas au bout de trois fois été réparée, j’ai demandé le remboursement de  l’IPhone 7 que j’avais acheté et le service après-vente de Carrefour Tourville la Rivière sous l’aval de la responsable au courant de ma situation n’a pas voulu me rembourser. L’IPhone 7 est donc une fois de plus reparti au SAV pour au moins un mois. Mécontent d’être toujours sans téléphone portable qui fonctionne, j’ai demandé le remboursement de mon achat. On m’a rit au nez et proposé un geste commercial. Le seul geste de ma part auprès de l’enseigne Carrefour sera de surtout ne plus acheter de téléphone reconditionnés car ils ne fonctionnent pas, j’ai perdu mon temps et mon argent, 299€ tout de même, c’est inadmissible ! Le téléphone encore sous garantie étant depuis son achat plus souvent au SAV Carrefour qu’en ma possession, j’ai aujourd’hui racheté un téléphone mobile, c’est pourquoi je demande une dernière fois le remboursement de mon achat à Carrefour sans quoi je contacterai le service juridique car j’ai été un client bien patient jusqu’alors !",279.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,0,1,0,1
39,231.0,1.0,Insaf,Revoir l'accueil de certaines hôtesse,"Aujourd'hui déçu par l'accueil de l'hôtesse de caisse au carrefour d'Auchy les mines. Une jeune Léa. Étant moi même hôtesse de caisse, on m'a toujours recommandé de faire le SBRAMA (SOURIRE, Bonjour, Regard, Au revoir, Merci, A bientôt) accueil sans un bonjour ça ne passe pas😤😤
Commence à scanner les articles sans que j'ai finis de les déposer sur le tapis, caddie a peine vérifié pour lutter contre les vols....ne demande pas la carte de fidélité....et a peine entendu la somme à payer et son au revoir.
Très déçu....c'est pourquoi je préfère normalement aller chez le concurrent.",,2022-07-11T18:31:48.000Z,,,"Aujourd'hui déçu par l'accueil de l'hôtesse de caisse au carrefour d'Auchy les mines. Une jeune Léa. Étant moi même hôtesse de caisse, on m'a toujours recommandé de faire le SBRAMA (SOURIRE, Bonjour, Regard, Au revoir, Merci, A bientôt) accueil sans un bonjour ça ne passe pas😤😤Commence à scanner les articles sans que j'ai finis de les déposer sur le tapis, caddie a peine vérifié pour lutter contre les vols....ne demande pas la carte de fidélité....et a peine entendu la somme à payer et son au revoir.Très déçu....c'est pourquoi je préfère normalement aller chez le concurrent.","Revoir l'accueil de certaines hôtesse Aujourd'hui déçu par l'accueil de l'hôtesse de caisse au carrefour d'Auchy les mines. Une jeune Léa. Étant moi même hôtesse de caisse, on m'a toujours recommandé de faire le SBRAMA (SOURIRE, Bonjour, Regard, Au revoir, Merci, A bientôt) accueil sans un bonjour ça ne passe pas😤😤Commence à scanner les articles sans que j'ai finis de les déposer sur le tapis, caddie a peine vérifié pour lutter contre les vols....ne demande pas la carte de fidélité....et a peine entendu la somme à payer et son au revoir.Très déçu....c'est pourquoi je préfère normalement aller chez le concurrent.",100.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
40,1130.0,1.0,Insaf,Une honte et dangereux!,"Commande effectuée via le site hier matin (16/09/20) et livrée hier soir.
Le surgelé est décongelé: bacs de sorbets liquides, autres produits surgelés tout mous. Si la personne qui réceptionne ça ne fait pas trop attention et qu'elle le remet au congélateur c'est grave!
Le respect de la chaîne du froid ça vous parle? Je suis en droit de me demander si le reste de mes produits frais a subi le même sort (dont du poisson et des crevettes, de la viande, de la charcuterie je fais quoi: je jette tout par mesure de précaution???)
Plus aucune confiance en cette enseigne qui prend ses clients pour des vaches à lait et qui les mets en danger. Ca me met en colère!
De plus une boîte de 6 oeufs périmés depuis le 15/09 et pondus le 18/08, non mais à quel moment vous avez pensé que de mettre dans une commande des œufs périmés allait bien se passer????  C'est une honte et c'est même très dangereux! 
En bref si vous voulez une bonne intoxication alimentaire faites-vous livrer par carrefour Boisseuil. De plus le livreur était très gentil mais en ce moment ne devrait-il pas porter un masque????
C'était ma 1ère et dernière commande en livraison c'est certain. Si vous n'êtes pas en mesure de proposer un service fiable et au minimum dans le respect de la chaîne du froid ne le faites simplement pas.",,2020-09-18T09:36:44.000Z,"Bonjour Armelle,",2020-09-21T11:00:38.627Z,"Commande effectuée via le site hier matin (16/09/20) et livrée hier soir.Le surgelé est décongelé: bacs de sorbets liquides, autres produits surgelés tout mous. Si la personne qui réceptionne ça ne fait pas trop attention et qu'elle le remet au congélateur c'est grave!Le respect de la chaîne du froid ça vous parle? Je suis en droit de me demander si le reste de mes produits frais a subi le même sort (dont du poisson et des crevettes, de la viande, de la charcuterie je fais quoi: je jette tout par mesure de précaution???)Plus aucune confiance en cette enseigne qui prend ses clients pour des vaches à lait et qui les mets en danger. Ca me met en colère!De plus une boîte de 6 oeufs périmés depuis le 15/09 et pondus le 18/08, non mais à quel moment vous avez pensé que de mettre dans une commande des œufs périmés allait bien se passer????  C'est une honte et c'est même très dangereux! En bref si vous voulez une bonne intoxication alimentaire faites-vous livrer par carrefour Boisseuil. De plus le livreur était très gentil mais en ce moment ne devrait-il pas porter un masque????C'était ma 1ère et dernière commande en livraison c'est certain. Si vous n'êtes pas en mesure de proposer un service fiable et au minimum dans le respect de la chaîne du froid ne le faites simplement pas.","Une honte et dangereux! Commande effectuée via le site hier matin (16/09/20) et livrée hier soir.Le surgelé est décongelé: bacs de sorbets liquides, autres produits surgelés tout mous. Si la personne qui réceptionne ça ne fait pas trop attention et qu'elle le remet au congélateur c'est grave!Le respect de la chaîne du froid ça vous parle? Je suis en droit de me demander si le reste de mes produits frais a subi le même sort (dont du poisson et des crevettes, de la viande, de la charcuterie je fais quoi: je jette tout par mesure de précaution???)Plus aucune confiance en cette enseigne qui prend ses clients pour des vaches à lait et qui les mets en danger. Ca me met en colère!De plus une boîte de 6 oeufs périmés depuis le 15/09 et pondus le 18/08, non mais à quel moment vous avez pensé que de mettre dans une commande des œufs périmés allait bien se passer????  C'est une honte et c'est même très dangereux! En bref si vous voulez une bonne intoxication alimentaire faites-vous livrer par carrefour Boisseuil. De plus le livreur était très gentil mais en ce moment ne devrait-il pas porter un masque????C'était ma 1ère et dernière commande en livraison c'est certain. Si vous n'êtes pas en mesure de proposer un service fiable et au minimum dans le respect de la chaîne du froid ne le faites simplement pas.",232.0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1,1,1,0
41,427.0,1.0,Insaf,Livraison,"Hier j achete pour 270€  ( semaine dernière 140€) de courses à carrefour aix les milles je vais à la livraison et le monsieur qui emballe me dit que j ai trop fait de courses !!! Mais sur un ton ....
Alors j ai pas le droit de me faire livrer ? 
J habite au 1er étage avec ascenseur 
Alors si carrefour met une limite ben on ira ailleurs merci",,2022-01-06T07:23:37.000Z,"Bonjour, nous avons transmis votre message au magasin qui vous invite à la contacter au 0442169090. Nous restons à votre service. L'équipe Carrefour.",2022-01-06T13:20:57.777Z,Hier j achete pour 270€  ( semaine dernière 140€) de courses à carrefour aix les milles je vais à la livraison et le monsieur qui emballe me dit que j ai trop fait de courses !!! Mais sur un ton ....Alors j ai pas le droit de me faire livrer ? J habite au 1er étage avec ascenseur Alors si carrefour met une limite ben on ira ailleurs merci,Livraison Hier j achete pour 270€  ( semaine dernière 140€) de courses à carrefour aix les milles je vais à la livraison et le monsieur qui emballe me dit que j ai trop fait de courses !!! Mais sur un ton ....Alors j ai pas le droit de me faire livrer ? J habite au 1er étage avec ascenseur Alors si carrefour met une limite ben on ira ailleurs merci,70.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,1,0,1,1
42,655.0,1.0,Insaf,Carrefour offre Tefal = pas conforme au…,"Carrefour offre Tefal = pas conforme au prospectus. 
Amabilité  à l'accueil des plus basiques.
Direction inaccessible.
Enseigne donc que je vais éviter.
Adieu, vous avez perdu une cliente.",,2021-05-10T16:26:18.000Z,,,"Carrefour offre Tefal = pas conforme au prospectus. Amabilité  à l'accueil des plus basiques.Direction inaccessible.Enseigne donc que je vais éviter.Adieu, vous avez perdu une cliente.","Carrefour offre Tefal = pas conforme au… Carrefour offre Tefal = pas conforme au prospectus. Amabilité  à l'accueil des plus basiques.Direction inaccessible.Enseigne donc que je vais éviter.Adieu, vous avez perdu une cliente.",32.0,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,1,1,0,1
43,905.0,1.0,Insaf,DOS DE CABILLAUD INSIPIDE SANS GOUT A EVITER,"achatde poisson rayon poissonnerie carrefour Venissieux 
Bilan très décevant dos de cabillaud qui n'a pas de gout de poisson ? et pas de gout tout court .",,2021-02-22T11:36:13.000Z,,,achatde poisson rayon poissonnerie carrefour Venissieux Bilan très décevant dos de cabillaud qui n'a pas de gout de poisson ? et pas de gout tout court .,DOS DE CABILLAUD INSIPIDE SANS GOUT A EVITER achatde poisson rayon poissonnerie carrefour Venissieux Bilan très décevant dos de cabillaud qui n'a pas de gout de poisson ? et pas de gout tout court .,35.0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1,1,0,0
44,325.0,1.0,Insaf,Contrôle sac au mépris de la loi,"Madame, Monsieur,
Je viens de sortir du magasin carrefour market étioles (91). Le vigile souhaite contrôler mon sac bandoulière (équivalent à un sac à main), malgré mon refus. J’ai été contraint et forcé à ouvrir mon sac. De plus il a mis ses doigts dans mon sac. Les questions que je pose sont les suivantes : faut il absolument acheter un produit dans ce magasin pour éviter d’être pris pour un voleur.
Peut-être ce supermarché effectué des contrôles au faciès. Je suis un homme métis de 56 ans.",,2022-05-07T11:44:34.000Z,"Bonjour Amegan, pouvez-vous nous communiquer votre numéro de téléphone ?",2022-05-09T06:19:50.829Z,"Madame, Monsieur,Je viens de sortir du magasin carrefour market étioles (91). Le vigile souhaite contrôler mon sac bandoulière (équivalent à un sac à main), malgré mon refus. J’ai été contraint et forcé à ouvrir mon sac. De plus il a mis ses doigts dans mon sac. Les questions que je pose sont les suivantes : faut il absolument acheter un produit dans ce magasin pour éviter d’être pris pour un voleur.Peut-être ce supermarché effectué des contrôles au faciès. Je suis un homme métis de 56 ans.","Contrôle sac au mépris de la loi Madame, Monsieur,Je viens de sortir du magasin carrefour market étioles (91). Le vigile souhaite contrôler mon sac bandoulière (équivalent à un sac à main), malgré mon refus. J’ai été contraint et forcé à ouvrir mon sac. De plus il a mis ses doigts dans mon sac. Les questions que je pose sont les suivantes : faut il absolument acheter un produit dans ce magasin pour éviter d’être pris pour un voleur.Peut-être ce supermarché effectué des contrôles au faciès. Je suis un homme métis de 56 ans.",93.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
45,350.0,1.0,Insaf,promesses mensongères ?,"Bonjour,
carrefour vous souhaite une bonne année avec des bons de 20 euros mensuel à partir de 70 euros d'achat, on est au mois d'avril et je n'ai pas pu profiter une seule fois car à chaque tentative au moment de payer avec le code demandé (je fais mes courses par internet en livraison à domicile) je suis tout simplement ignoré, rejeté et refusé par sécurpass, pourtant mon compte est largement approvisionné , ma banque me dit qu'i n'y a aucun problème et qu'il n'y a pas de raison. Mon avis est que carrefour ne tient pas parole car ça ne les avantage plus.",,2022-04-07T16:52:36.000Z,"Bonsoir, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter#service-clients afin de vous apporter une réponse circonstanciée. Merci par avance. Bonne soirée. L'équipe Carrefour.",2022-04-07T20:10:24.980Z,"Bonjour,carrefour vous souhaite une bonne année avec des bons de 20 euros mensuel à partir de 70 euros d'achat, on est au mois d'avril et je n'ai pas pu profiter une seule fois car à chaque tentative au moment de payer avec le code demandé (je fais mes courses par internet en livraison à domicile) je suis tout simplement ignoré, rejeté et refusé par sécurpass, pourtant mon compte est largement approvisionné , ma banque me dit qu'i n'y a aucun problème et qu'il n'y a pas de raison. Mon avis est que carrefour ne tient pas parole car ça ne les avantage plus.","promesses mensongères ? Bonjour,carrefour vous souhaite une bonne année avec des bons de 20 euros mensuel à partir de 70 euros d'achat, on est au mois d'avril et je n'ai pas pu profiter une seule fois car à chaque tentative au moment de payer avec le code demandé (je fais mes courses par internet en livraison à domicile) je suis tout simplement ignoré, rejeté et refusé par sécurpass, pourtant mon compte est largement approvisionné , ma banque me dit qu'i n'y a aucun problème et qu'il n'y a pas de raison. Mon avis est que carrefour ne tient pas parole car ça ne les avantage plus.",106.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0,1,0
46,1291.0,1.0,Insaf,Acheté 2 côtés de boeuf et une tarte…,Acheté 2 côtés de boeuf et une tarte aux fraises..une horreur...quand on invite.ne pas pouvoir mâcher la viande et présenter une tarte que l on ne peut pas couper car part en vrille...le désastre,,2020-05-31T11:38:22.000Z,,,Acheté 2 côtés de boeuf et une tarte aux fraises..une horreur...quand on invite.ne pas pouvoir mâcher la viande et présenter une tarte que l on ne peut pas couper car part en vrille...le désastre,Acheté 2 côtés de boeuf et une tarte… Acheté 2 côtés de boeuf et une tarte aux fraises..une horreur...quand on invite.ne pas pouvoir mâcher la viande et présenter une tarte que l on ne peut pas couper car part en vrille...le désastre,42.0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1,1,0,0
47,809.0,1.0,Insaf,Opération Téfal compte créé,"Opération Téfal compte créé, impossible de réserver le produit. C'est une arnaque ! ils font croire qu'on va pouvoir avoir le produit qu'on souhaite et ils ne sont pas joignables, ni par courriel ni par téléphone !",,2021-04-19T17:35:39.000Z,,,"Opération Téfal compte créé, impossible de réserver le produit. C'est une arnaque ! ils font croire qu'on va pouvoir avoir le produit qu'on souhaite et ils ne sont pas joignables, ni par courriel ni par téléphone !","Opération Téfal compte créé Opération Téfal compte créé, impossible de réserver le produit. C'est une arnaque ! ils font croire qu'on va pouvoir avoir le produit qu'on souhaite et ils ne sont pas joignables, ni par courriel ni par téléphone !",41.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0,0,1
48,1482.0,1.0,Insaf,SHOPPING ONLINE PAS AU POINT... DU TOUT .....,"Je voulais commander des articles repris dans le folder et les faire réserver dans le carrefour market Belgique près de chez moi (région de Tournai). Cependant, problèmes.... certains articles ne sont pas sur le site et d'autres le sont mais à un autre prix que celui annoncé... j'ai donc envoyé une première demande via leur formulaire de demande online et ai reçu rapidement une réponse afin d'étayer ma demande avec des exemples. Ce que j'ai fait par retour et ensuite plus de nouvelles pendant 3 jours (sauf 'votre demande est envoyée au service concerné')... Ce matin, je réceptionne un mail m'avisant que certains articles ne sont pas disponibles sur le site et d'autres à un autre prix.... WAW !!! QUELLE CHANCE !!! Bon, beh, dommage pour le magasin de proximité mais j'irai dans une grande surface urbaine 10 kilomètres plus loin... :-(",,2019-12-19T10:23:07.000Z,,,"Je voulais commander des articles repris dans le folder et les faire réserver dans le carrefour market Belgique près de chez moi (région de Tournai). Cependant, problèmes.... certains articles ne sont pas sur le site et d'autres le sont mais à un autre prix que celui annoncé... j'ai donc envoyé une première demande via leur formulaire de demande online et ai reçu rapidement une réponse afin d'étayer ma demande avec des exemples. Ce que j'ai fait par retour et ensuite plus de nouvelles pendant 3 jours (sauf 'votre demande est envoyée au service concerné')... Ce matin, je réceptionne un mail m'avisant que certains articles ne sont pas disponibles sur le site et d'autres à un autre prix.... WAW !!! QUELLE CHANCE !!! Bon, beh, dommage pour le magasin de proximité mais j'irai dans une grande surface urbaine 10 kilomètres plus loin... :-(","SHOPPING ONLINE PAS AU POINT... DU TOUT ..... Je voulais commander des articles repris dans le folder et les faire réserver dans le carrefour market Belgique près de chez moi (région de Tournai). Cependant, problèmes.... certains articles ne sont pas sur le site et d'autres le sont mais à un autre prix que celui annoncé... j'ai donc envoyé une première demande via leur formulaire de demande online et ai reçu rapidement une réponse afin d'étayer ma demande avec des exemples. Ce que j'ai fait par retour et ensuite plus de nouvelles pendant 3 jours (sauf 'votre demande est envoyée au service concerné')... Ce matin, je réceptionne un mail m'avisant que certains articles ne sont pas disponibles sur le site et d'autres à un autre prix.... WAW !!! QUELLE CHANCE !!! Bon, beh, dommage pour le magasin de proximité mais j'irai dans une grande surface urbaine 10 kilomètres plus loin... :-(",150.0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,1,1,0,1
49,395.0,1.0,Insaf,Ne pas faire ses courses sur le créneau…,"Ne pas faire ses courses sur le créneau de 18h15 car c'est l'heure de la pause au rayon charcuterie du Carrefour Wasquehal.
La collègue aux fromages vaque joyeusement à ses occupations de rangement et agencement des fromages sans pouvoir vous servir.
La pause dure plus de 20 minutes sans que l'on vous serve.
Pour le service clients, je mets zéro étoiles.",,2022-02-09T17:34:10.000Z,"Bonjour, nous avons transmis votre message au magasin qui va  rappeler à son Personnel que la priorité est de servir ses Clientes et ses Clients.  Le magasin souhaite vous remettre un bon d'achat. A cet effet, merci d'appeler le 03/28/45/27/02.  Nous vous remercions pour votre confiance et votre fidélité, et restons à votre service. Bonne journée. L'équipe Carrefour. ",2022-02-10T09:44:42.131Z,"Ne pas faire ses courses sur le créneau de 18h15 car c'est l'heure de la pause au rayon charcuterie du Carrefour Wasquehal.La collègue aux fromages vaque joyeusement à ses occupations de rangement et agencement des fromages sans pouvoir vous servir.La pause dure plus de 20 minutes sans que l'on vous serve.Pour le service clients, je mets zéro étoiles.","Ne pas faire ses courses sur le créneau… Ne pas faire ses courses sur le créneau de 18h15 car c'est l'heure de la pause au rayon charcuterie du Carrefour Wasquehal.La collègue aux fromages vaque joyeusement à ses occupations de rangement et agencement des fromages sans pouvoir vous servir.La pause dure plus de 20 minutes sans que l'on vous serve.Pour le service clients, je mets zéro étoiles.",66.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,0,0
50,149.0,1.0,Insaf,UNE ETOILE C'EST VRAIMENT TROP,"UNE ETOILE C'EST VRAIMENT TROP : SVP évitez ""à tout prix"" ce site pour une commande internet. Ma malheureuse expérience a été de commander le 01/10, sur le site, du champagne lors de la foire aux vins. Mon paiement a été débité le lendemain (02/10) Un mail m'a informé de la livraison pas avant le 21/10 !! Voyant la date de livraison bien trop tardive pour mon besoin, j'ai annulé ma commande le lendemain (04/10). Depuis cette date de rétractation légale, on me raccroche au nez, ou on m'informe que demande sera traitée 7 jours après la date de livraison qui était prévue !! donc le 28/10. Personne n'est capable de me dire combien de temps après je serais effectivement remboursé, mais pendant ce temps CARREFOUR travaille avec mon argent!! DONC PLUS JAMAIS DE COMMANDE SUR CE SITE FINANCIER MAIS PAS MARCHAND. Le personnel qui répond est, hélas, incompétent, à moins que ce soit une stratégie ""commerciale"". BRUNO R.",,2022-10-25T14:35:15.000Z,"Bonjour, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter/formulaire afin de vous apporter une réponse circonstanciée. ",2022-10-25T15:15:31.755Z,"UNE ETOILE C'EST VRAIMENT TROP : SVP évitez ""à tout prix"" ce site pour une commande internet. Ma malheureuse expérience a été de commander le 01/10, sur le site, du champagne lors de la foire aux vins. Mon paiement a été débité le lendemain (02/10) Un mail m'a informé de la livraison pas avant le 21/10 !! Voyant la date de livraison bien trop tardive pour mon besoin, j'ai annulé ma commande le lendemain (04/10). Depuis cette date de rétractation légale, on me raccroche au nez, ou on m'informe que demande sera traitée 7 jours après la date de livraison qui était prévue !! donc le 28/10. Personne n'est capable de me dire combien de temps après je serais effectivement remboursé, mais pendant ce temps CARREFOUR travaille avec mon argent!! DONC PLUS JAMAIS DE COMMANDE SUR CE SITE FINANCIER MAIS PAS MARCHAND. Le personnel qui répond est, hélas, incompétent, à moins que ce soit une stratégie ""commerciale"". BRUNO R.","UNE ETOILE C'EST VRAIMENT TROP UNE ETOILE C'EST VRAIMENT TROP : SVP évitez ""à tout prix"" ce site pour une commande internet. Ma malheureuse expérience a été de commander le 01/10, sur le site, du champagne lors de la foire aux vins. Mon paiement a été débité le lendemain (02/10) Un mail m'a informé de la livraison pas avant le 21/10 !! Voyant la date de livraison bien trop tardive pour mon besoin, j'ai annulé ma commande le lendemain (04/10). Depuis cette date de rétractation légale, on me raccroche au nez, ou on m'informe que demande sera traitée 7 jours après la date de livraison qui était prévue !! donc le 28/10. Personne n'est capable de me dire combien de temps après je serais effectivement remboursé, mais pendant ce temps CARREFOUR travaille avec mon argent!! DONC PLUS JAMAIS DE COMMANDE SUR CE SITE FINANCIER MAIS PAS MARCHAND. Le personnel qui répond est, hélas, incompétent, à moins que ce soit une stratégie ""commerciale"". BRUNO R.",164.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,1,1,1,1
51,577.0,1.0,Insaf,Mécontents du Carrefour de Salies-de-Béarn. 64270,"Mécontents du Carrefour de Salies-de-Béarn.
Le magasin n'est pas bien achalandé. Il n'est pas agréable d'aller y faire ses achats.
Les abords du magasin, le parking, ne sont pas entretenus : herbes hautes, papiers...
On sent que la Direction ne tient pas le cap.",,2021-08-03T11:52:00.000Z,,,"Mécontents du Carrefour de Salies-de-Béarn.Le magasin n'est pas bien achalandé. Il n'est pas agréable d'aller y faire ses achats.Les abords du magasin, le parking, ne sont pas entretenus : herbes hautes, papiers...On sent que la Direction ne tient pas le cap.","Mécontents du Carrefour de Salies-de-Béarn. 64270 Mécontents du Carrefour de Salies-de-Béarn.Le magasin n'est pas bien achalandé. Il n'est pas agréable d'aller y faire ses achats.Les abords du magasin, le parking, ne sont pas entretenus : herbes hautes, papiers...On sent que la Direction ne tient pas le cap.",47.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
52,349.0,1.0,Insaf,Raclette carrefour à éviter car c'est…,"Raclette carrefour à éviter car c'est du plastique vendu à 5euro c'est une honte
Un peu de respect pour les clients 
Arrêter de vendre de la m..... pour remplir vis poches",,2022-04-11T22:05:13.000Z,"Bonjour, nous vous remercions pour votre avis qui a été transmis au service concerné.",2022-04-12T05:52:48.873Z,Raclette carrefour à éviter car c'est du plastique vendu à 5euro c'est une honteUn peu de respect pour les clients Arrêter de vendre de la m..... pour remplir vis poches,Raclette carrefour à éviter car c'est… Raclette carrefour à éviter car c'est du plastique vendu à 5euro c'est une honteUn peu de respect pour les clients Arrêter de vendre de la m..... pour remplir vis poches,36.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0,1,0,0
